token_index,folio,section,eva_token,prefix,root,suffix,latin_value,interpretation,exploratory_recognized,strict_parsed,failure_reason
364,f2r,Botanical,chy,,chy,,chylos,즙(chylos),Yes,Yes,
365,f2r,Botanical,chor,,chor,,cortex,수피(cortex),Yes,Yes,
366,f2r,Botanical,cthor,,cthor,,phlegma,점액질(phlegma),Yes,Yes,
367,f2r,Botanical,yor,y,or,,aureus,[지시(그-)] + 황색(aureus),Yes,Yes,
368,f2r,Botanical,an,,,,,,No,No,not_full_token_parse
369,f2r,Botanical,chan,,,,,,Yes,No,not_full_token_parse
370,f2r,Botanical,chety,,,,,,Yes,No,not_full_token_parse
371,f2r,Botanical,chyky,,,,,,Yes,No,not_full_token_parse
372,f2r,Botanical,sal,,sal,,sanguis,혈수액(sanguis),Yes,Yes,
373,f2r,Botanical,sho,,,,,,Yes,No,not_full_token_parse
374,f2r,Botanical,ykeey,y,k,eey,coquitur,[지시(그-)] + 달임(coquitur) + of (emphatic),Yes,Yes,
375,f2r,Botanical,chey,,ch,ey,cortex,수피(cortex) + from/at,Yes,Yes,
376,f2r,Botanical,daiin,,daiin,,duramen,심재(duramen),Yes,Yes,
377,f2r,Botanical,chcthy,,,,,,Yes,No,not_full_token_parse
378,f2r,Botanical,ytoail,,,,,,Yes,No,not_full_token_parse
379,f2r,Botanical,ios,,,,,,Yes,No,not_full_token_parse
380,f2r,Botanical,an,,,,,,No,No,not_full_token_parse
381,f2r,Botanical,on,,,,,,Yes,No,not_full_token_parse
382,f2v,Botanical,kooiin,,,,,,Yes,No,not_full_token_parse
383,f2v,Botanical,cheo,,cheo,,cortex,수피(cortex),Yes,Yes,
384,f2v,Botanical,pchor,p,chor,,cortex,[위해(pro)] + 수피(cortex),Yes,Yes,
385,f2v,Botanical,otaiin,,,,,,Yes,No,not_full_token_parse
386,f2v,Botanical,odain,,,,,,Yes,No,not_full_token_parse
387,f2v,Botanical,chor,,chor,,cortex,수피(cortex),Yes,Yes,
388,f2v,Botanical,shty,,,,,,Yes,No,not_full_token_parse
389,f2v,Botanical,kcho,,,,,,Yes,No,not_full_token_parse
390,f2v,Botanical,kchy,,,,,,Yes,No,not_full_token_parse
391,f2v,Botanical,sho,,,,,,Yes,No,not_full_token_parse
392,f2v,Botanical,shol,,shol,,suber,코르크(suber),Yes,Yes,
393,f2v,Botanical,qotcho,,,,,,Yes,No,not_full_token_parse
394,f2v,Botanical,loeees,,,,,,Yes,No,not_full_token_parse
395,f2v,Botanical,qoty,qo,t,y,tunica,[~의(quod/de)] + 막/층(tunica) + adjective,Yes,Yes,
396,f2v,Botanical,daiin,,daiin,,duramen,심재(duramen),Yes,Yes,
397,f2v,Botanical,otchy,,,,,,Yes,No,not_full_token_parse
398,f2v,Botanical,chor,,chor,,cortex,수피(cortex),Yes,Yes,
399,f2v,Botanical,lshy,l,sh,y,suber,[관사(il-)] + 코르크(suber) + adjective,Yes,Yes,
400,f2v,Botanical,chol,,chol,,cortex,수피(cortex),Yes,Yes,
401,f2v,Botanical,chody,,ch,ody,cortex,수피(cortex) + -ward/direction,Yes,Yes,
402,f2v,Botanical,chodain,,,,,,Yes,No,not_full_token_parse
403,f2v,Botanical,daiin,,daiin,,duramen,심재(duramen),Yes,Yes,
404,f2v,Botanical,sho,,,,,,Yes,No,not_full_token_parse
405,f2v,Botanical,cholo,,,,,,Yes,No,not_full_token_parse
406,f2v,Botanical,cheor,,cheor,,cortex,수피류(cortex),Yes,Yes,
407,f2v,Botanical,chodaiin,,ch,odaiin,cortex,수피(cortex) + scent+ring,Yes,Yes,
408,f2v,Botanical,kchor,,,,,,Yes,No,not_full_token_parse
409,f2v,Botanical,shy,,sh,y,suber,코르크(suber) + adjective,Yes,Yes,
410,f2v,Botanical,daiiin,,,,,,Yes,No,not_full_token_parse
411,f2v,Botanical,chm,,,,,,Yes,No,not_full_token_parse
412,f2v,Botanical,shey,,shey,,humidus,수생/습(humidus),Yes,Yes,
413,f2v,Botanical,dor,,dor,,odor,향기(odor),Yes,Yes,
414,f2v,Botanical,chol,,chol,,cortex,수피(cortex),Yes,Yes,
415,f2v,Botanical,daiin,,daiin,,duramen,심재(duramen),Yes,Yes,
416,f2v,Botanical,dor,,dor,,odor,향기(odor),Yes,Yes,
417,f2v,Botanical,chol,,chol,,cortex,수피(cortex),Yes,Yes,
418,f2v,Botanical,chor,,chor,,cortex,수피(cortex),Yes,Yes,
419,f2v,Botanical,chol,,chol,,cortex,수피(cortex),Yes,Yes,
420,f2v,Botanical,keol,,k,eol,coquitur,달임(coquitur) + +lignum,Yes,Yes,
421,f2v,Botanical,chy,,chy,,chylos,즙(chylos),Yes,Yes,
422,f2v,Botanical,chty,,,,,,Yes,No,not_full_token_parse
423,f2v,Botanical,o,,o,,aut,또는(aut),Yes,Yes,
424,f2v,Botanical,tchor,,,,,,Yes,No,not_full_token_parse
425,f2v,Botanical,chan,,,,,,Yes,No,not_full_token_parse
426,f2v,Botanical,daiin,,daiin,,duramen,심재(duramen),Yes,Yes,
427,f2v,Botanical,chotchey,,,,,,Yes,No,not_full_token_parse
428,f2v,Botanical,qoteeey,qo,t,eeey,tunica,[~의(quod/de)] + 막/층(tunica) + from (emphatic),Yes,Yes,
429,f2v,Botanical,chokeos,,,,,,Yes,No,not_full_token_parse
430,f2v,Botanical,chr,,,,,,Yes,No,not_full_token_parse
431,f2v,Botanical,cheaiin,,,,,,Yes,No,not_full_token_parse
432,f2v,Botanical,chokoishe,,,,,,Yes,No,not_full_token_parse
433,f2v,Botanical,chor,,chor,,cortex,수피(cortex),Yes,Yes,
434,f2v,Botanical,cheol,,cheol,,cortex,수피류(cortex),Yes,Yes,
435,f2v,Botanical,chol,,chol,,cortex,수피(cortex),Yes,Yes,
436,f2v,Botanical,dolody,,dol,ody,medulla,수髓(medulla) + -ward/direction,Yes,Yes,
437,f3r,Botanical,tsheos,,,,,,Yes,No,not_full_token_parse
438,f3r,Botanical,qopal,,,,,,Yes,No,not_full_token_parse
439,f3r,Botanical,chol,,chol,,cortex,수피(cortex),Yes,Yes,
440,f3r,Botanical,cthol,,,,,,Yes,No,not_full_token_parse
441,f3r,Botanical,daimg,,,,,,Yes,No,not_full_token_parse
442,f3r,Botanical,ycheor,y,ch,eor,cortex,[지시(그-)] + 수피(cortex) + +aureus,Yes,Yes,
443,f3r,Botanical,chor,,chor,,cortex,수피(cortex),Yes,Yes,
444,f3r,Botanical,dam,,dam,,[verb],[처리]([verb]),Yes,Yes,
445,f3r,Botanical,qotcham,,,,,,Yes,No,not_full_token_parse
446,f3r,Botanical,cham,,ch,am,cortex,수피(cortex) + [process],Yes,Yes,
447,f3r,Botanical,ochor,,,,,,Yes,No,not_full_token_parse
448,f3r,Botanical,qocheor,qo,ch,eor,cortex,[~의(quod/de)] + 수피(cortex) + +aureus,Yes,Yes,
449,f3r,Botanical,chol,,chol,,cortex,수피(cortex),Yes,Yes,
450,f3r,Botanical,daiin,,daiin,,duramen,심재(duramen),Yes,Yes,
451,f3r,Botanical,cthy,,cthy,,calidus,열/자극(calidus),Yes,Yes,
452,f3r,Botanical,schey,,,,,,Yes,No,not_full_token_parse
453,f3r,Botanical,chor,,chor,,cortex,수피(cortex),Yes,Yes,
454,f3r,Botanical,chal,,,,,,Yes,No,not_full_token_parse
455,f3r,Botanical,chag,,,,,,Yes,No,not_full_token_parse
456,f3r,Botanical,cham,,ch,am,cortex,수피(cortex) + [process],Yes,Yes,
457,f3r,Botanical,cho,,cho,,cortex,수피(cortex),Yes,Yes,
458,f3r,Botanical,qokol,,,,,,Yes,No,not_full_token_parse
459,f3r,Botanical,chololy,,,,,,Yes,No,not_full_token_parse
460,f3r,Botanical,s,,s,,est,이다(est),Yes,Yes,
461,f3r,Botanical,cham,,ch,am,cortex,수피(cortex) + [process],Yes,Yes,
462,f3r,Botanical,cthol,,,,,,Yes,No,not_full_token_parse
463,f3r,Botanical,ychtaiin,,,,,,Yes,No,not_full_token_parse
464,f3r,Botanical,chor,,chor,,cortex,수피(cortex),Yes,Yes,
465,f3r,Botanical,cthom,,,,,,Yes,No,not_full_token_parse
466,f3r,Botanical,otaldam,,,,,,Yes,No,not_full_token_parse
467,f3r,Botanical,otchol,,,,,,Yes,No,not_full_token_parse
468,f3r,Botanical,qodaiin,qo,daiin,,duramen,[~의(quod/de)] + 심재(duramen),Yes,Yes,
469,f3r,Botanical,chom,,chom,,umbrosus,그늘(umbrosus),Yes,Yes,
470,f3r,Botanical,shom,,sh,om,suber,코르크(suber) + [process],Yes,Yes,
471,f3r,Botanical,damo,,,,,,Yes,No,not_full_token_parse
472,f3r,Botanical,ysheor,y,sh,eor,suber,[지시(그-)] + 코르크(suber) + +aureus,Yes,Yes,
473,f3r,Botanical,chor,,chor,,cortex,수피(cortex),Yes,Yes,
474,f3r,Botanical,chol,,chol,,cortex,수피(cortex),Yes,Yes,
475,f3r,Botanical,oky,,ok,y,exterior,외층(exterior) + adjective,Yes,Yes,
476,f3r,Botanical,dago,,,,,,Yes,No,not_full_token_parse
477,f3r,Botanical,sho,,,,,,Yes,No,not_full_token_parse
478,f3r,Botanical,vor,,,,,,Yes,No,not_full_token_parse
479,f3r,Botanical,sheoldam,,,,,,Yes,No,not_full_token_parse
480,f3r,Botanical,otchody,,,,,,Yes,No,not_full_token_parse
481,f3r,Botanical,ol,,ol,,lignum,목질(lignum),Yes,Yes,
482,f3r,Botanical,ydar,y,dar,,duramen,[지시(그-)] + 심재(duramen),Yes,Yes,
483,f3r,Botanical,cholcthom,,,,,,Yes,No,not_full_token_parse
484,f3r,Botanical,pcheol,p,ch,eol,cortex,[위해(pro)] + 수피(cortex) + +lignum,Yes,Yes,
485,f3r,Botanical,shol,,shol,,suber,코르크(suber),Yes,Yes,
486,f3r,Botanical,sols,,,,,,Yes,No,not_full_token_parse
487,f3r,Botanical,sheol,,sheol,,suber,코르크(suber),Yes,Yes,
488,f3r,Botanical,shey,,shey,,humidus,수생/습(humidus),Yes,Yes,
489,f3r,Botanical,okadaiin,,,,,,Yes,No,not_full_token_parse
490,f3r,Botanical,qokchor,,,,,,Yes,No,not_full_token_parse
491,f3r,Botanical,qo,,,,,,Yes,No,not_full_token_parse
492,f3r,Botanical,schodam,,,,,,Yes,No,not_full_token_parse
493,f3r,Botanical,octhy,,,,,,Yes,No,not_full_token_parse
494,f3r,Botanical,qokeey,qo,k,eey,coquitur,[~의(quod/de)] + 달임(coquitur) + of (emphatic),Yes,Yes,
495,f3r,Botanical,qot,qo,t,,tunica,[~의(quod/de)] + 막/층(tunica),Yes,Yes,
496,f3r,Botanical,shey,,shey,,humidus,수생/습(humidus),Yes,Yes,
497,f3r,Botanical,qokody,qo,k,ody,coquitur,[~의(quod/de)] + 달임(coquitur) + -ward/direction,Yes,Yes,
498,f3r,Botanical,qokshey,,,,,,Yes,No,not_full_token_parse
499,f3r,Botanical,cheody,,cheo,dy,cortex,수피(cortex) + of (de),Yes,Yes,
500,f3r,Botanical,chor,,chor,,cortex,수피(cortex),Yes,Yes,
501,f3r,Botanical,qodair,qo,dair,,duramen,[~의(quod/de)] + 심재(duramen),Yes,Yes,
502,f3r,Botanical,okeey,,ok,eey,exterior,외층(exterior) + of (emphatic),Yes,Yes,
503,f3r,Botanical,qokeey,qo,k,eey,coquitur,[~의(quod/de)] + 달임(coquitur) + of (emphatic),Yes,Yes,
504,f3r,Botanical,tsheoarom,,,,,,Yes,No,not_full_token_parse
505,f3r,Botanical,shor,,shor,,suber,코르크(suber),Yes,Yes,
506,f3r,Botanical,or,,or,,aureus,황색(aureus),Yes,Yes,
507,f3r,Botanical,chor,,chor,,cortex,수피(cortex),Yes,Yes,
508,f3r,Botanical,olchsy,,,,,,Yes,No,not_full_token_parse
509,f3r,Botanical,chom,,chom,,umbrosus,그늘(umbrosus),Yes,Yes,
510,f3r,Botanical,otchom,,,,,,Yes,No,not_full_token_parse
511,f3r,Botanical,oteol,,ot,eol,exterior,표면(exterior) + +lignum,Yes,Yes,
512,f3r,Botanical,chol,,chol,,cortex,수피(cortex),Yes,Yes,
513,f3r,Botanical,s,,s,,est,이다(est),Yes,Yes,
514,f3r,Botanical,cheol,,cheol,,cortex,수피류(cortex),Yes,Yes,
515,f3r,Botanical,ekshy,,,,,,Yes,No,not_full_token_parse
516,f3r,Botanical,qokeom,,,,,,Yes,No,not_full_token_parse
517,f3r,Botanical,qokol,,,,,,Yes,No,not_full_token_parse
518,f3r,Botanical,daiin,,daiin,,duramen,심재(duramen),Yes,Yes,
519,f3r,Botanical,soeom,,,,,,Yes,No,not_full_token_parse
520,f3r,Botanical,okeom,,,,,,Yes,No,not_full_token_parse
521,f3r,Botanical,yteody,,,,,,Yes,No,not_full_token_parse
522,f3r,Botanical,qokeeodal,,,,,,Yes,No,not_full_token_parse
523,f3r,Botanical,sam,,s,am,est,이다(est) + [process],Yes,Yes,
524,f3r,Botanical,pcheoldom,,,,,,Yes,No,not_full_token_parse
525,f3r,Botanical,shodaiin,,sh,odaiin,suber,코르크(suber) + scent+ring,Yes,Yes,
526,f3r,Botanical,qopchor,,,,,,Yes,No,not_full_token_parse
527,f3r,Botanical,qopol,,,,,,Yes,No,not_full_token_parse
528,f3r,Botanical,opchol,op,chol,,cortex,[대향(contra)] + 수피(cortex),Yes,Yes,
529,f3r,Botanical,qoty,qo,t,y,tunica,[~의(quod/de)] + 막/층(tunica) + adjective,Yes,Yes,
530,f3r,Botanical,otchor,,,,,,Yes,No,not_full_token_parse
531,f3r,Botanical,ol,,ol,,lignum,목질(lignum),Yes,Yes,
532,f3r,Botanical,cheor,,cheor,,cortex,수피류(cortex),Yes,Yes,
533,f3r,Botanical,qoeor,,,,,,Yes,No,not_full_token_parse
534,f3r,Botanical,dair,,dair,,duramen,심재(duramen),Yes,Yes,
535,f3r,Botanical,qoteol,qo,t,eol,tunica,[~의(quod/de)] + 막/층(tunica) + +lignum,Yes,Yes,
536,f3r,Botanical,qosaiin,,,,,,Yes,No,not_full_token_parse
537,f3r,Botanical,cthy,,cthy,,calidus,열/자극(calidus),Yes,Yes,
538,f3r,Botanical,ycheor,y,ch,eor,cortex,[지시(그-)] + 수피(cortex) + +aureus,Yes,Yes,
539,f3r,Botanical,chol,,chol,,cortex,수피(cortex),Yes,Yes,
540,f3r,Botanical,odaiin,,,,,,Yes,No,not_full_token_parse
541,f3r,Botanical,chol,,chol,,cortex,수피(cortex),Yes,Yes,
542,f3r,Botanical,s,,s,,est,이다(est),Yes,Yes,
543,f3r,Botanical,aiin,,aiin,,annulus,나이테(annulus),Yes,Yes,
544,f3r,Botanical,okol,,okol,,exterior,외층(exterior),Yes,Yes,
545,f3r,Botanical,or,,or,,aureus,황색(aureus),Yes,Yes,
546,f3r,Botanical,am,,am,,[verb],[처리]([verb]),Yes,Yes,
547,f3v,Botanical,koaiin,,,,,,Yes,No,not_full_token_parse
548,f3v,Botanical,cphor,,,,,,Yes,No,not_full_token_parse
549,f3v,Botanical,qotoy,,,,,,Yes,No,not_full_token_parse
550,f3v,Botanical,sha,,,,,,Yes,No,not_full_token_parse
551,f3v,Botanical,ckhol,,,,,,Yes,No,not_full_token_parse
552,f3v,Botanical,ykoaiin,,,,,,Yes,No,not_full_token_parse
553,f3v,Botanical,s,,s,,est,이다(est),Yes,Yes,
554,f3v,Botanical,oly,,ol,y,lignum,목질(lignum) + adjective,Yes,Yes,
555,f3v,Botanical,daiidy,,,,,,Yes,No,not_full_token_parse
556,f3v,Botanical,qoteeol,qo,t,eeol,tunica,[~의(quod/de)] + 막/층(tunica) + +lignum (emphatic),Yes,Yes,
557,f3v,Botanical,okeeor,,ok,eeor,exterior,외층(exterior) + +aureus (emphatic),Yes,Yes,
558,f3v,Botanical,okor,,,,,,Yes,No,not_full_token_parse
559,f3v,Botanical,olytol,,,,,,Yes,No,not_full_token_parse
560,f3v,Botanical,dol,,dol,,medulla,수髓(medulla),Yes,Yes,
561,f3v,Botanical,dar,,dar,,duramen,심재(duramen),Yes,Yes,
562,f3v,Botanical,okom,,ok,om,exterior,외층(exterior) + [process],Yes,Yes,
563,f3v,Botanical,chol,,chol,,cortex,수피(cortex),Yes,Yes,
564,f3v,Botanical,shol,,shol,,suber,코르크(suber),Yes,Yes,
565,f3v,Botanical,seees,,,,,,Yes,No,not_full_token_parse
566,f3v,Botanical,chom,,chom,,umbrosus,그늘(umbrosus),Yes,Yes,
567,f3v,Botanical,cheeykam,,,,,,Yes,No,not_full_token_parse
568,f3v,Botanical,okai,,,,,,Yes,No,not_full_token_parse
569,f3v,Botanical,qodar,qo,dar,,duramen,[~의(quod/de)] + 심재(duramen),Yes,Yes,
570,f3v,Botanical,ees,,,,,,Yes,No,not_full_token_parse
571,f3v,Botanical,eey,,ee,y,et/eius,그리고(et/eius) + adjective,Yes,Yes,
572,f3v,Botanical,kcheol,,,,,,Yes,No,not_full_token_parse
573,f3v,Botanical,okal,,,,,,Yes,No,not_full_token_parse
574,f3v,Botanical,do,,,,,,Yes,No,not_full_token_parse
575,f3v,Botanical,r,,r,,re-,역(re-),Yes,Yes,
576,f3v,Botanical,chear,,ch,ear,cortex,수피(cortex) + +radius (emphatic),Yes,Yes,
577,f3v,Botanical,een,,,,,,Yes,No,not_full_token_parse
578,f3v,Botanical,ychear,y,ch,ear,cortex,[지시(그-)] + 수피(cortex) + +radius (emphatic),Yes,Yes,
579,f3v,Botanical,otchal,,,,,,Yes,No,not_full_token_parse
580,f3v,Botanical,cho,,cho,,cortex,수피(cortex),Yes,Yes,
581,f3v,Botanical,r,,r,,re-,역(re-),Yes,Yes,
582,f3v,Botanical,char,,char,,spina,가시(spina),Yes,Yes,
583,f3v,Botanical,ckh,,,,,,Yes,No,not_full_token_parse
584,f3v,Botanical,or,,or,,aureus,황색(aureus),Yes,Yes,
585,f3v,Botanical,cheor,,cheor,,cortex,수피류(cortex),Yes,Yes,
586,f3v,Botanical,kor,,,,,,Yes,No,not_full_token_parse
587,f3v,Botanical,chodaly,,,,,,Yes,No,not_full_token_parse
588,f3v,Botanical,chom,,chom,,umbrosus,그늘(umbrosus),Yes,Yes,
589,f3v,Botanical,tchor,,,,,,Yes,No,not_full_token_parse
590,f3v,Botanical,otcham,,,,,,Yes,No,not_full_token_parse
591,f3v,Botanical,chor,,chor,,cortex,수피(cortex),Yes,Yes,
592,f3v,Botanical,cfham,,,,,,Yes,No,not_full_token_parse
593,f3v,Botanical,s,,s,,est,이다(est),Yes,Yes,
594,f3v,Botanical,ykchy,,,,,,Yes,No,not_full_token_parse
595,f3v,Botanical,kchom,,,,,,Yes,No,not_full_token_parse
596,f3v,Botanical,chor,,chor,,cortex,수피(cortex),Yes,Yes,
597,f3v,Botanical,chckhol,,,,,,Yes,No,not_full_token_parse
598,f3v,Botanical,oka,,,,,,Yes,No,not_full_token_parse
599,f3v,Botanical,ytcheear,,,,,,Yes,No,not_full_token_parse
600,f3v,Botanical,okeol,,okeol,,exterior,외층(exterior),Yes,Yes,
601,f3v,Botanical,cthodoaly,,,,,,Yes,No,not_full_token_parse
602,f3v,Botanical,chor,,chor,,cortex,수피(cortex),Yes,Yes,
603,f3v,Botanical,cthy,,cthy,,calidus,열/자극(calidus),Yes,Yes,
604,f3v,Botanical,ochos,,,,,,Yes,No,not_full_token_parse
605,f3v,Botanical,daiin,,daiin,,duramen,심재(duramen),Yes,Yes,
606,f3v,Botanical,qokshol,,,,,,Yes,No,not_full_token_parse
607,f3v,Botanical,daiim,,,,,,Yes,No,not_full_token_parse
608,f3v,Botanical,chol,,chol,,cortex,수피(cortex),Yes,Yes,
609,f3v,Botanical,okary,,,,,,Yes,No,not_full_token_parse
610,f3v,Botanical,sho,,,,,,Yes,No,not_full_token_parse
611,f3v,Botanical,shockho,,,,,,Yes,No,not_full_token_parse
612,f3v,Botanical,ckhy,,ckhy,,nocumentum,유해성(nocumentum),Yes,Yes,
613,f3v,Botanical,tchor,,,,,,Yes,No,not_full_token_parse
614,f3v,Botanical,chodaiin,,ch,odaiin,cortex,수피(cortex) + scent+ring,Yes,Yes,
615,f3v,Botanical,chom,,chom,,umbrosus,그늘(umbrosus),Yes,Yes,
616,f3v,Botanical,osh,,,,,,Yes,No,not_full_token_parse
617,f3v,Botanical,chodair,,,,,,Yes,No,not_full_token_parse
618,f3v,Botanical,ytchy,,,,,,Yes,No,not_full_token_parse
619,f3v,Botanical,tchor,,,,,,Yes,No,not_full_token_parse
620,f3v,Botanical,kcham,,,,,,Yes,No,not_full_token_parse
621,f3v,Botanical,s,,s,,est,이다(est),Yes,Yes,
622,f3v,Botanical,shar,,,,,,Yes,No,not_full_token_parse
623,f3v,Botanical,shkaiin,,,,,,Yes,No,not_full_token_parse
624,f3v,Botanical,qokchy,,,,,,Yes,No,not_full_token_parse
625,f3v,Botanical,yty,y,t,y,tunica,[지시(그-)] + 막/층(tunica) + adjective,Yes,Yes,
626,f3v,Botanical,cthal,,,,,,Yes,No,not_full_token_parse
627,f3v,Botanical,chky,,,,,,Yes,No,not_full_token_parse
628,f3v,Botanical,dain,,dain,,duramen,심재(duramen),Yes,Yes,
629,f3v,Botanical,sheam,,she,am,suber?,코르크?(suber?) + [process],Yes,Yes,
630,f3v,Botanical,y,,,,,,No,No,not_full_token_parse
631,f3v,Botanical,keam,,,,,,Yes,No,not_full_token_parse
632,f4r,Botanical,kodalchy,,,,,,Yes,No,not_full_token_parse
633,f4r,Botanical,chpady,,,,,,Yes,No,not_full_token_parse
634,f4r,Botanical,sheol,,sheol,,suber,코르크(suber),Yes,Yes,
635,f4r,Botanical,ol,,ol,,lignum,목질(lignum),Yes,Yes,
636,f4r,Botanical,sheey,,sheey,,humidus,수생/습(humidus),Yes,Yes,
637,f4r,Botanical,qotey,qo,t,ey,tunica,[~의(quod/de)] + 막/층(tunica) + from/at,Yes,Yes,
638,f4r,Botanical,chor,,chor,,cortex,수피(cortex),Yes,Yes,
639,f4r,Botanical,ytoy,,,,,,Yes,No,not_full_token_parse
640,f4r,Botanical,dchor,,,,,,Yes,No,not_full_token_parse
641,f4r,Botanical,shol,,shol,,suber,코르크(suber),Yes,Yes,
642,f4r,Botanical,shol,,shol,,suber,코르크(suber),Yes,Yes,
643,f4r,Botanical,cthol,,,,,,Yes,No,not_full_token_parse
644,f4r,Botanical,shtchy,,,,,,Yes,No,not_full_token_parse
645,f4r,Botanical,chaiin,,,,,,Yes,No,not_full_token_parse
646,f4r,Botanical,s,,s,,est,이다(est),Yes,Yes,
647,f4r,Botanical,chom,,chom,,umbrosus,그늘(umbrosus),Yes,Yes,
648,f4r,Botanical,otchol,,,,,,Yes,No,not_full_token_parse
649,f4r,Botanical,chol,,chol,,cortex,수피(cortex),Yes,Yes,
650,f4r,Botanical,chy,,chy,,chylos,즙(chylos),Yes,Yes,
651,f4r,Botanical,chaiin,,,,,,Yes,No,not_full_token_parse
652,f4r,Botanical,qotaiin,,,,,,Yes,No,not_full_token_parse
653,f4r,Botanical,shain,,,,,,Yes,No,not_full_token_parse
654,f4r,Botanical,qotchol,,,,,,Yes,No,not_full_token_parse
655,f4r,Botanical,chy,,chy,,chylos,즙(chylos),Yes,Yes,
656,f4r,Botanical,yty,y,t,y,tunica,[지시(그-)] + 막/층(tunica) + adjective,Yes,Yes,
657,f4r,Botanical,daiin,,daiin,,duramen,심재(duramen),Yes,Yes,
658,f4r,Botanical,okaiin,,,,,,Yes,No,not_full_token_parse
659,f4r,Botanical,cthy,,cthy,,calidus,열/자극(calidus),Yes,Yes,
660,f4r,Botanical,pydaiin,,,,,,Yes,No,not_full_token_parse
661,f4r,Botanical,qotchy,,,,,,Yes,No,not_full_token_parse
662,f4r,Botanical,dy,,dy,,de,~의(de),Yes,Yes,
663,f4r,Botanical,tydy,,,,,,Yes,No,not_full_token_parse
664,f4r,Botanical,chor,,chor,,cortex,수피(cortex),Yes,Yes,
665,f4r,Botanical,shytchy,,,,,,Yes,No,not_full_token_parse
666,f4r,Botanical,dytcheey,,,,,,Yes,No,not_full_token_parse
667,f4r,Botanical,qotaiin,,,,,,Yes,No,not_full_token_parse
668,f4r,Botanical,cthol,,,,,,Yes,No,not_full_token_parse
669,f4r,Botanical,daiin,,daiin,,duramen,심재(duramen),Yes,Yes,
670,f4r,Botanical,cthom,,,,,,Yes,No,not_full_token_parse
671,f4r,Botanical,shor,,shor,,suber,코르크(suber),Yes,Yes,
672,f4r,Botanical,shol,,shol,,suber,코르크(suber),Yes,Yes,
673,f4r,Botanical,shol,,shol,,suber,코르크(suber),Yes,Yes,
674,f4r,Botanical,cthy,,cthy,,calidus,열/자극(calidus),Yes,Yes,
675,f4r,Botanical,cpholdy,,,,,,Yes,No,not_full_token_parse
676,f4r,Botanical,daiin,,daiin,,duramen,심재(duramen),Yes,Yes,
677,f4r,Botanical,ckhochy,,,,,,Yes,No,not_full_token_parse
678,f4r,Botanical,tchy,,,,,,Yes,No,not_full_token_parse
679,f4r,Botanical,kor,,,,,,Yes,No,not_full_token_parse
680,f4r,Botanical,aiin,,aiin,,annulus,나이테(annulus),Yes,Yes,
681,f4r,Botanical,odal,,,,,,Yes,No,not_full_token_parse
682,f4r,Botanical,shor,,shor,,suber,코르크(suber),Yes,Yes,
683,f4r,Botanical,shyshol,,,,,,Yes,No,not_full_token_parse
684,f4r,Botanical,cphaiin,,,,,,Yes,No,not_full_token_parse
685,f4r,Botanical,qotchoiin,,,,,,Yes,No,not_full_token_parse
686,f4r,Botanical,sher,,,,,,Yes,No,not_full_token_parse
687,f4r,Botanical,qoty,qo,t,y,tunica,[~의(quod/de)] + 막/층(tunica) + adjective,Yes,Yes,
688,f4r,Botanical,soiin,,,,,,Yes,No,not_full_token_parse
689,f4r,Botanical,chaiin,,,,,,Yes,No,not_full_token_parse
690,f4r,Botanical,chaiin,,,,,,Yes,No,not_full_token_parse
691,f4r,Botanical,daiin,,daiin,,duramen,심재(duramen),Yes,Yes,
692,f4r,Botanical,cthey,,,,,,Yes,No,not_full_token_parse
693,f4v,Botanical,pchooiin,,,,,,Yes,No,not_full_token_parse
694,f4v,Botanical,ksheo,,,,,,Yes,No,not_full_token_parse
695,f4v,Botanical,kchoy,,,,,,Yes,No,not_full_token_parse
696,f4v,Botanical,chopchy,,,,,,Yes,No,not_full_token_parse
697,f4v,Botanical,dolds,,,,,,Yes,No,not_full_token_parse
698,f4v,Botanical,ol,,ol,,lignum,목질(lignum),Yes,Yes,
699,f4v,Botanical,chey,,ch,ey,cortex,수피(cortex) + from/at,Yes,Yes,
700,f4v,Botanical,chy,,chy,,chylos,즙(chylos),Yes,Yes,
701,f4v,Botanical,cthy,,cthy,,calidus,열/자극(calidus),Yes,Yes,
702,f4v,Botanical,shkchor,,,,,,Yes,No,not_full_token_parse
703,f4v,Botanical,sheo,,sheo,,suber,코르크(suber),Yes,Yes,
704,f4v,Botanical,cheory,,cheor,y,cortex,수피류(cortex) + adjective,Yes,Yes,
705,f4v,Botanical,sho,,,,,,Yes,No,not_full_token_parse
706,f4v,Botanical,sho,,,,,,Yes,No,not_full_token_parse
707,f4v,Botanical,chaiin,,,,,,Yes,No,not_full_token_parse
708,f4v,Botanical,shaiin,,,,,,Yes,No,not_full_token_parse
709,f4v,Botanical,daiin,,daiin,,duramen,심재(duramen),Yes,Yes,
710,f4v,Botanical,qodaiin,qo,daiin,,duramen,[~의(quod/de)] + 심재(duramen),Yes,Yes,
711,f4v,Botanical,aram,,ar,am,radius,수선(radius) + [process],Yes,Yes,
712,f4v,Botanical,qoky,qo,k,y,coquitur,[~의(quod/de)] + 달임(coquitur) + adjective,Yes,Yes,
713,f4v,Botanical,qocthy,qo,cthy,,calidus,[~의(quod/de)] + 열/자극(calidus),Yes,Yes,
